ID	Topic	Text	Sentiment
1271	general	@jaydotrain HAHAHA WELL Y0U SH0ULD *DEF* KN0 THT iT 0NLY GETS BETTER! Y0U FEELS ME? 	positive
1272	general	i have only been up for around an hour and al ready this day has been so crap  i wana cry  xx	negative
1273	general	awww i'm gonna miss tomato so much when he leaves 	negative
1274	general	#phish no west coast shows 	negative
1275	general	@designaglow you guys are just leading the pack, aren't you?  	positive
1276	general	@mintran nghe heavy v?i death metal hay wa, ballad nh? l?m  tu?n sau s? vï¿½c usb sang chï¿½p death 	positive
1277	general	HAPPY FATHERS DAY to all the real fathers! I def miss mine  . Home early; going to sleep. Nite nite &amp; tweet dreams xx &amp; oos	negative
1278	general	was hard to sleep last night after abby left felt like something was missing i guess it's just a matter of time 	negative
1279	general	Gosh, assignment on the second day ) sorry for late reply to @HeartMileyCyrus and yes, I want it so bad! Happy LVATT day 	positive
1280	general	BBQing in the rain was not a very good idea.  i feel sick 	negative
1281	general	@kayLaanic0le yeomp! u should come thru next week  idk if hel b there but i will and its free!!!	positive
1282	general	thinks working 57 hours this week might just kill me a little bit, that wat you get for having a week off 	negative
1283	general	@drumstickboy @uletmeknoweh @xoxoshahirah ALL THE BEST FOR TOMORROW'S MALAY PAPER! INSYAALLAH WE GET DISTINCTIONS! 	positive
1284	general	too many boxes... 500 pairs of shoes... these boxes are cutting my arms up  still needva lighter	negative
1285	general	@ashleytisdale Your Song. Crank It Up. Is Amazing. Just Wanted To Let You Know That! 	positive
1286	general	been listen to Erykah Badu while programming..... so chilled now ganna enjoy some sun 	positive
1287	general	British people and British humor amuse me more than late night jerry springer! I love you, adult swim! 	positive
1288	general	@NerdyNora   If only it were that way when I ask you to go out with me. You tell me NO!!!!!!   I'm bored waiting for the iPhone OS 3.0.	negative
1289	general	@zokathepuppy I'm okay! I'm just having a lazy day and totally love it! 	positive
1290	general	So depressing... the rain is relentless  	negative
1291	general	@z0ot Oh no 	negative
1292	general	sleeping wth cables 	positive
1293	general	dance rehersal 	positive
1294	general	 How do you just ignore them when theyre online too? God I want my friend back!!!!! :'(	negative
1295	general	@andreear In curand va ajunge la toata lumea 	positive
1296	general	its a mess 	negative
1297	general	Stressing out about Computer Architecture exam. Why do they make us learn this? I doubt I'll ever really need to use most of it 	negative
1298	general	@VBrown nice  kewl! Are u organizing another major tweet up this year? I missed it last year. Still bummed about it.	positive
1299	general	Off to the gym 	positive
1300	general	Left Blackberry at a friend's last night - feel naked and no instant access to Email/Twitter 	negative
1301	general	@yanniestar im thinking about it!! cus i sure do wanna come...imma miss u 	negative
1302	general	My laptop battery is dying - from 100% to 37% in 20 minutes 	negative
1303	general	@JackPierce Ah I see 	positive
1304	general	@wonderwebby Sorry, just saw this, we can do more later. I had to nick out for 10 minutes, a little local boy is missing in the bush 	negative
1305	general	@RashadofUCB I feel you.... daaaaamn u 30 tho!!! I'm right at your heels 	negative
1306	general	beginning 2 save my money 2 get a Mustang. If any1 would like 2 contribute to the get James Wong a Ford Mustang, id gladly appreciate it 	positive
1307	general	@nicolerichie awwwwwwwwwwww she's so cute! I love cats 	positive
1308	general	What are Fake Twitter Invites?  I'm afraid to click on tweet links. Can someone just explain in english? I don't want a worm 	negative
1309	general	Hip pain turned my 4.5 hour ride into a 1.5 hour ride   there's always tomorrow... http://myloc.me/2Nkt	negative
1310	general	@DocBells I loved Slumdog Millionaire too!  Glad you enjoyed the #Slumdog #Tunes! 	positive
1311	general	@nahjoyce  don't hannah! your a good person.	negative
1312	general	@DavidArchie I'm keeping Cook and his family in my thoughts and prayers as well.  	negative
1313	general	I'm so exhausted but i can't sleep 	negative
1314	general	@MeganPires Good morning sunshine. I see you are my stiff competition with the cheese contest 	positive
1315	general	I missed the Miss USA pageant, 	negative
1316	general	@WISPA40 hahha i know thats y i got them, cuz they were the mix of brown/green so it looked more natural 	positive
1317	general	@sgirl18 THANK YOU!! But they'll still win  *sighs*	negative
1318	general	duunw how to use this thing 	negative
1319	general	Studying for English exam 	negative
1320	general	@lalahargrove stop being a punk! Haha  larry has no idea 	negative
1321	general	@NikiiNJ i like quirky names like Avery or Elliott or Oliver....but that's just me. 	positive
1322	general	on my way to the best restaurant in the whole wide world. 	positive
1323	general	@brydiekennedy haha nah wasnt totally fucked up darn it! haha yeah me too im getting the flu 	negative
1324	general	Woke up late 	negative
1325	general	Manchester U out of the FA cup 	negative
1326	general	Just watched the Jonas brothers 3d concert experience it was awsome! 	positive
1327	general	omg my seniors are gonna graduate today  im gonna miss them so so sooo much	negative
1328	general	Good morning 	positive
1329	general	@heatherpingley I MISS U!!!! 	negative
1330	general	i'm playing sonny with a chance games now! 	positive
1331	general	@egspoony you're a lucky man! YoTE FTW! 	positive
1332	general	i can't believe its summer......so sad....but excited for high school.....  	negative
1333	general	@Fiendangelic yeah i wish the megaupload links worked 	negative
1334	general	@Uptopjdp thats y i hate cha lol i asked yall when and where and noone gave me info. its aight tho i see how it is 	negative
1335	general	@alexisamore it's been alright thanks although the weather sucked today 	negative
1336	general	Another schoolday! Yeah!  three tests today! Im officially gonna die	negative
1337	general	Lil K is moving to Alabama at the end of Sept   You need to see his recent pix.  He's growing up so fast. Saw your comments on myspace.Thx	negative
1338	general	@VAInnovations No, its an online Pharmacy company from Canada, their playing with the wrong company 	positive
1339	general	g'night. Ugh, work in the morning 	negative
1340	general	Ah dammit, I forgot about my History project... 	negative
1341	general	@beatznkickz yeah yeah yeah lol I hit you up and didn't get a message back from you 	negative
1342	general	Cleaning the house  bored!!!!	negative
1343	general	@tintinnya: i can see clearly now..the rain is gone 	positive
1344	general	ipod died today  	negative
1345	general	@dannywood Glad you're having so much fun...So are we!!! â¥ 	positive
1346	general	@LoriMoreno Or tasted as good as bacon too 	positive
1347	general	you totally lost your touch. what happened to you? you're so not cool anymore. 	negative
1348	general	@tracecyrus http://twitpic.com/73sq6 - was in trinoma the day you had a show. it just wreaks that i wasn't able to watcht it. sad. 	negative
1349	general	@meredi Oh no! And it was such a yummy salad, too! Dinner instead? 	positive
1350	general	Finally home. I think I might go back to bed...  	positive
1351	general	Internal dilemma: the redwings or Andy Samberg? ahhh 	negative
1352	general	@justiceandcare I disagree, homosexuality is an abomination before G-d. Are you pulling for them though? 	negative
1353	general	@Carl360 i heard about that, unlucky mate 	negative
1354	general	@brenda_song wish i could watch it on the plane 	negative
1355	general	fish dance laterrr! 	positive
1356	general	Gold on my solo and in lyrical group and high gold for lyrical line, what an awesome day! Gotta get read for pointe and modern tomorrow 	positive
1357	general	Work, work, work 	negative
1358	general	@mcflymusic oh no, McFly + Jonas Brothers, no way dude! pleeeeeeease! my day was bad enough!  blargh blargh! blaft bleft blimmm! booom	negative
1359	general	@crusaderz4life see now you making me tweet again lol. im glad your doing great!. and meeting new peeps thats great! 	positive
1360	general	that's it for today, good night everyone 	positive
1361	general	@michaelseater whatever happened to 'LIfe With Derek'?! I loved it! 	negative
1362	general	10pm tonight, International Space Station will by over head, through most of Texas at least 	positive
1363	general	Now I musst clean my car!!! And I dont like to do it!!!   But this evening we made a Barbecue and I like it!!! 	negative
1364	general	just found out: all my followers are robots. 	negative
1365	general	@DanWarp http://twitpic.com/6hxar - Cool again 	positive
1366	general	@georgM5 haha my keyword is MIGHT too 	positive
1367	general	@worldpartyday Okay! @worldpartyday gets 2 lick the cake batter bowl! Gonna have 2 make new cake batter tho cuz the old 1's n the sink! 	negative
1368	general	Urgh, its a sinus day  But I've got my shorts on, hope it's as warm as it looks outside... if I make it outside today	negative
1369	general	@Pauliewaulie ...us all with the screencap, I won't hesitate to show it to the forum if she isn't banned! OK, perhaps I won't. But still. 	negative
1370	general	's 6am!  I'm showered and ready to go?  What?!  I could be sleeping 	negative
1371	general	@hashjs thanks for re tweeting so many times. 	positive
1372	general	@peqs Ooh ooh me, me, me. ... Oh wait, I can't afford it at the moment.     So sad, I always wanted to visit Paris, Texas.	negative
1373	general	Aw shit, Farrah Fawcett passed away. 	negative
1374	general	@RaraACTIVE ohhkay 	positive
1375	general	@mistakepro haha, i hate growing pains! They hurt so bad! 	negative
1376	general	@black_buzzer One of my kids knocked over my motorcycle and it hit a neighbours car. I have to pay for the damage. Bit arguements too 	negative
1377	general	 my sister just graduated...	negative
1378	general	First day as training coach 	positive
1379	general	Ok so death of autotune is cool, but I feel like he dissing me lol its coo tho. I guess jay just won't be a fan of Mann 	negative
1380	general	off home then, bed!!! night all!! til 2moro!!  happy wednesday 4 2moro!! xo	positive
1381	general	P.S. I'm going to the Animal Shelter tomorrow. Hopefully I'll come home with a new little friend 	positive
1382	general	Just had a firedrill - had to stand in Linns In Fields park for 10mins. Think it was a very worthwhile exercise 	positive
